affected_games,agreement,annotation_id,annotator,author_playtime_at_review_min,author_playtime_overall_min,combined_rating,combined_rating_display,created_at,criticism-praise-developer-publisher,criticism-praise-game-content,criticism-praise-ideological,criticism-praise-political,funny_score,game,game_description,game_name_display,game_received_for_free,id,input_ids,is-game-related,is-review-bombing,last_updated_formatted,lead_time,rating,release_date,review,review_bomb_reason,review_bomb_time,review_bomb_type,review_date,review_date_datetime,source,steam_rating_positive,updated_at,was_steam_purchase
Firewatch,100.0,30920176,15655,207.0,207.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:36:04.728182Z,Ja,Ja,Nein,Ja,1.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871468,"[  101  4033  1005  1056  2209  2023  2208  1999  1037  2200  1010  2200
  2146  2051  1998  2196  3740  2006 15252  2009  1012  1996 16475  2015
  2024  6770 18424  1998 18012  2060  2111  1999  1996  3068  2000  2175
  2114  4180 17277  2241  4498  2006  1037  2053  1011  2053  2773  2056
  2012  1037  7540  1997  1996  2000  5575  2063  4241 18807  1037  2444
  5460  1012  2023 10317 17999  3433  2003  6517  1012  1996  2208  2001
  2053  2073  2379 14036  1010  2295  1045  2453  2022  1037  2978 25352
  1010  1998  1017  1012  1019  2847  2003  2129  2146  1037 10017  2377
  2705 22494  5603  2003  1012  8467  2466  1010  8467  3494  1010  8467
  2458  2136  1012  2037  2576  5328  2674  2037  2208  1999  3408  1997
  4180  1998 11619  1012  2009  1005  1055  1037  9467  1996  2208  2003
  2069  4510  2627  1996  5492 25416  8630 11247  2051  1012  1045  3477
  2098  1002  2322  2067  1999  1996  2154  1998  2371  2066  1045  2001
  7376  2013  2059  1012  2085  2027  1005  2310  2074  8542  5474  1999
  1996  6357  1012  2576 11376  2015  2123  1005  1056  7141  5973  2379
  1996 10355  3068  1012  2644  2009  1012  2057  1005  2128  5305  1997
 14652  2066  2023  1012   102]",Ja,Ja,15.09.2017 04:19:35,48.434,,09.02.2016,"Haven't played this game in a very, very long time and never planned on reviewing it. The devs are pitiful and advise other people in the industry to go against content creators based entirely on a no-no word said at a slip of the tounge durring a live stream. This politically fueled response is sad. The game was no where near entertaining, though I might be a bit biased, and 3.5 hours is how long a casual playthrough is. Shallow story, shallow characters, shallow development team. Their political views match their game in terms of content and complexity.

It's a shame the game is only BARELY past the steam refund gameplay time. I payed $20 back in the day and felt like I was stolen from then. Now they've just poured salt in the wound.

Political agendas don't belong anywhere near the gaming industry. Stop it. We're sick of nonsense like this.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,14.09.2017 10:42:42,14.09.2017,Steam,False,2024-02-14T13:36:04.728200Z,True
Firewatch,100.0,30920187,15655,,,Nicht empfohlen,1 von 10,2024-02-14T13:36:27.477197Z,Nein,Ja,Nein,Nein,,Firewatch,"In Firewatch you play as a man named Henry who has retreated from his messy life to work as a fire lookout in the Wyoming wilderness. Perched high atop a mountain, it’s your job to look for smoke and keep the wilderness safe. An especially hot and dry summer has everyone on edge. Your supervisor, a woman named Delilah, is available to you at all times over a small, handheld radio — and is your only contact with the world you've left behind. But when something strange draws you out of your lookout tower and into the world, you’ll explore a wild and unknown environment, facing questions and making interpersonal choices that can build or destroy the only meaningful relationship you have.",Firewatch,,91871469,"[  101  2200  7399  2208  2377  1012 22892  1999  1037  2126  2008  2003
  2025  4569  1012  2017  2064 10468  3422  1037  5460  1998  2131  2004
  2172 20195  2005  2489  1012  4638  2009  2041  2006 19435  2065  2017
  1005  2128  8025  1012   102]",Ja,Nein,,15.576,1.0,09.02.2016,Very linear game play. Scripted in a way that is not fun. You can basically watch a stream and get as much enjoyment for free. Check it out on twitch if you're curious.,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,20.09.2017,20.09.2017,Metacritic,,2024-02-14T13:36:27.477216Z,
Firewatch,100.0,30920197,15655,234.0,234.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:36:44.806328Z,Nein,Ja,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871470,[ 101 2025 4276 1996 2769 1010 2779 2208 1012  102],Ja,Nein,16.09.2017 01:20:43,11.241,,09.02.2016,"Not worth the money, average game.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,16.09.2017 01:20:43,16.09.2017,Steam,False,2024-02-14T13:36:44.806345Z,True
Firewatch,100.0,30920209,15655,,,Nicht empfohlen,0 von 10,2024-02-14T13:37:12.262765Z,Nein,Ja,Nein,Nein,,Firewatch,"In Firewatch you play as a man named Henry who has retreated from his messy life to work as a fire lookout in the Wyoming wilderness. Perched high atop a mountain, it’s your job to look for smoke and keep the wilderness safe. An especially hot and dry summer has everyone on edge. Your supervisor, a woman named Delilah, is available to you at all times over a small, handheld radio — and is your only contact with the world you've left behind. But when something strange draws you out of your lookout tower and into the world, you’ll explore a wild and unknown environment, facing questions and making interpersonal choices that can build or destroy the only meaningful relationship you have.",Firewatch,,91871471,"[  101  1037  2200  2460  2208  2073  1996  5436  3632  7880  1012  3376
  2396  3257  2008 16636  2015  1996  3168  1997  2019  2330  2088  1010
  2021  2003  2428  1037  2186  1997 17506  2302  2151  4066  1997 24665
 10450 14116  8993  1012  1996  2208  2003  8857  2105  1996  5436  1010
  2021  1996  4566  3727  2017  3241  1000  2092  1010  2008  2001  1037
  2878  9129  1997  2498  1012  1000  2079  2025  4952  2000  1996 11895
 12718  6949  2075  2037  6312  1010  2543 18866  2003 17003  2135 19960
  3695 16748  1012   102]",Ja,Nein,,26.269,0.0,09.02.2016,"A very short game where the plot goes nowhere. Beautiful art direction that conveys the sense of an open world, but is really a series of corridors without any sort of gratifying exploration.
 The game is centered around the plot, but the ending leaves you thinking ""Well, that was a whole bunch of nothing.""
 Do not listen to the shills creaming their jeans, Firewatch is exceedingly mediocre.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,12.09.2017,12.09.2017,Metacritic,,2024-02-14T13:37:12.262784Z,
Firewatch,100.0,30920219,15655,208.0,208.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:37:27.979743Z,Ja,Nein,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871472,"[  101 22017  2005 22339  4203  1998  5977  3158 23093  1012  2123  2102
  4965  1996  2208  1012   102]",Nein,Ja,15.09.2017 02:48:58,14.628,,09.02.2016, Boo for Campo Santa and Sean Vanaman. Dont buy the game.,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,15.09.2017 02:48:58,15.09.2017,Steam,False,2024-02-14T13:37:27.979763Z,True
Firewatch,100.0,30920236,15655,241.0,241.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:38:06.594849Z,Ja,Ja,Ja,Nein,2.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871473,"[  101  2004  2172  2004  1045  1005  1040  2066  2000 16755  2023  2208
  1010  2044  3666  2129  1996  2522  1011  9722  2787  2000  6965  5690
 29071 10265 14756  1045  2439  2035  4792  2000  2031  2023  1999  2026
  3075  1012  1045  2123  1005  1056  2228  1045  2215  2000  2490  2023
  9722  4902  4983  2027  8081  2037  6346  2098  9273  3388  1012   102]",Ja,Ja,14.09.2017 20:38:02,31.034,,09.02.2016,"As much as I'd like to recommend this game, after watching how the co-developer decided to Witch Hunt PewDiePie I lost all desire to have this in my library. I don't think I want to support this developer anymore unless they fix their faulted mindset.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,14.09.2017 20:38:02,14.09.2017,Steam,False,2024-02-14T13:38:06.594868Z,True
Firewatch,100.0,30920263,15655,199.0,199.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:39:09.861002Z,Ja,Ja,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871474,"[  101  1037  1017  3178  6925  2007  6919  2376  3772  1010 11519  5896
  2012  1996  2707  1010  1998 11519 26749  1012  2019 23824  1998  4100
  1011 11973  8993  1997  2054  9123  2466  1011  4129  2453  2022  2028
  2154  1012  2021  1010  1996  3015  1998  1996  4129  2707  2000 13249
  2055  8576  2083  1998  1996 14463  4515  2007 10882 17644  1012  1999
  1996  2203  1010  1045 12315  2026  2051  1999  1996  2466  1010  2021
  2009  2001 20195  2750  1996 21775  2738  2084  2138  1997  2049 20828
  1012  1999  2009  2001  1037  6925  3344  2011  1996  5889  1012  2130
  2027  2481  1005  1056  3828  1996  4566  1012  1045  2228  1996  3976
  1010  2322 13751  2012  1996  2617  1010  2003  2205  2152  2005  1037
  1017  3178  2466  2007 21407  1012  3383  2322  2003  1037  9608  3976
  2005  2019  5151  1998  2092  1011 19275  2466  2008  3727  1996  4378
  2007  1996  2168  3110  2004  2307  1010  2146  3185  2030  2460  2338
  1012  2021  1010  2023  2466  2987  1005  1056  2131  2379  1996  2307
  2791  2049  2143  1998  2517 14562  5570  2079  1012  2144  1996  2060
  6925  2003  4895 21508  2012  1996  2617  1997  1996  2543 18866  9722
  1005  1055  2224  1997  1996  2149  1040 12458  2050  2000  2886  1996
 24585  1997  1037  2711  2027  2514  2001  4895  3597 14317  2320  1010
  1045  1005  2222  4769  2008  2000  2074  2360  2008  1045  2134  1005
  1056  2342  1996  9722  1005  1055 10392  3973  2919  5248  2000 16114
  1037 16784  2091  2006  2023  1010  2069  2000 10825  2033  1045  1005
  1040  2196  5407  2105  2000 14739  2026  2434  4301  1012   102]",Ja,Ja,17.09.2017 03:28:31,61.857,,09.02.2016,"A 3 hour tale with wonderful voice acting, decent script at the start, and decent visuals. An intriguing and semi-engaging exploration of what interactive story-telling might be one day. But, the writing and the telling start to clash about halfway through and the climax ends with fizzle. In the end, I appreciated my time in the story, but it was enjoyment despite the weaknesses rather than because of its strengths. In It was a tale carried by the actors. Even they couldn't save the ending.

I think the price, 20 USD at the moment, is too high for a 3 hour story with flaws. Perhaps 20 is a reasonable price for an outstanding and well-crafted story that leaves the audience with the same feeling as great, long movie or short book. But, this story doesn't get near the greatness its film and written counterparts regularly do.

Since the other tale is unfolding at the moment of the Firewatch developer's use of the US DMCA to attack the livelihood of a person they feel was uncouth once, I'll address that to just say that I didn't need the developer's fantastically bad behavior to justify a thumbs down on this, only to remind me I'd never gotten around to posting my original thoughts.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,17.09.2017 03:28:31,17.09.2017,Steam,False,2024-02-14T13:39:09.861022Z,True
Firewatch,100.0,30920288,15655,,,Nicht empfohlen,0 von 10,2024-02-14T13:40:03.255508Z,Nein,Ja,Nein,Nein,,Firewatch,"In Firewatch you play as a man named Henry who has retreated from his messy life to work as a fire lookout in the Wyoming wilderness. Perched high atop a mountain, it’s your job to look for smoke and keep the wilderness safe. An especially hot and dry summer has everyone on edge. Your supervisor, a woman named Delilah, is available to you at all times over a small, handheld radio — and is your only contact with the world you've left behind. But when something strange draws you out of your lookout tower and into the world, you’ll explore a wild and unknown environment, facing questions and making interpersonal choices that can build or destroy the only meaningful relationship you have.",Firewatch,,91871475,"[  101  2023  2208  2003  2025  4276  1996  2769  1010  2009 14087  4180
  1010  2003 11771  1010  1998  2003 23563  2044  1037  2460  2051  1012
  2065  2017  2215  2000  4965  1037 11519  2208  2298  6974  1012  2044
  1037  2261  2847  1010  2017  2097  2022 11471  2007  1996 19960  3695
 16748 11247  1012  1999 12654  1010  2074  2079  4426  1037  5684  1998
  4468  2023  2208  1012   102]",Ja,Nein,,44.206,0.0,09.02.2016,"This game is not worth the money, it lacks content, is boring, and is repetitive after a short time. If you want to buy a decent game look elsewhere. After a few hours, you will be bored with the mediocre gameplay. In summary, just do yourself a favor and avoid this game.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,19.09.2017,19.09.2017,Metacritic,,2024-02-14T13:40:03.255535Z,
Firewatch,100.0,30920294,15655,311.0,311.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:40:20.338906Z,Nein,Ja,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871476,"[  101  1996  2208  2018  1037  2843  1997  4022  2004  1037  3621  9123
  2466  1010  2021  2027  2020  2055  2382  1003  3143 10047  2080  2077
  2074  8375  2019  4566  2000  2131  2009  2207 17306  2361  1012  1045
  6118 16755  2114  9343  2009  1010  2017  1005  2222  2131  6719  2498
  2041  1997  2009  2008  2017  2876  1005  1056  2131  2013  3666  1037
  2377  2705 22494  5603  1012   102]",Ja,Nein,17.09.2017 15:51:59,15.843,,09.02.2016,"The game had a lot of potential as a slightly interactive story, but they were about 30% complete imo before just rushing an ending to get it released asap. I strongly recommend against buying it, you'll get literally nothing out of it that you wouldn't get from watching a playthrough.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,17.09.2017 15:51:59,17.09.2017,Steam,False,2024-02-14T13:40:20.338929Z,True
Firewatch,100.0,30920317,15655,306.0,397.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:41:04.387022Z,Ja,Ja,Ja,Nein,1.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871477,"[  101  2178  1055  3501  2860  2996  4637 15657  1997  4071  1997  4613
  1012  2123  1005  1056  4965  2505  2013 22339 11685  1012  2208  2003
 19960  3695 16748  4312  2015  1012   102]",Nein,Ja,13.09.2017 01:57:17,42.822,,09.02.2016,"Another SJW studio supporting censorship of freedom of speech.
Don't buy anything from Campo Santo.

Game is mediocre anyways.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,13.09.2017 01:57:17,13.09.2017,Steam,False,2024-02-14T13:41:04.387040Z,False
Firewatch,100.0,30920331,15655,212.0,212.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:41:29.125935Z,Nein,Ja,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871478,"[  101  2288  8040 27479  2011  3893  8599  1012  2322 19329  2005  1037
  1017  3178  2208  2003  5760 16215  2666 27900  1012  2021  2130  4788
  2084  1996  3091  1010  2003  1996  4566  1012  5409  4566  1045  2031
  2464  1999  1037  2096  1012   102]",Ja,Nein,17.09.2017 23:23:17,23.531,,09.02.2016,"Got scammed by positive ratings. 20 euros for a 3 hour game is pure thievery. But even worse than the length, is the ending. Worst ending I have seen in a while.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,17.09.2017 23:23:17,17.09.2017,Steam,False,2024-02-14T13:41:29.125953Z,True
Firewatch,100.0,30920368,15655,220.0,220.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:42:29.804831Z,Ja,Ja,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871479,"[  101  2023  2208  2003  1037 11519  3325  1010  2062  2066  1037  2460
  2210  3185  2084  1037  2208  1010  2021  4569  9690  1012  2307 26749
  1010  2019  5875 18458  1010  2021  2009  4212  4257  2004  2009  8107
  1996  4566  1010  1998  1996  9792  1999  1996  5436  2003  2008  1996
  2466 14730  1999  1996  2087 24684  2126  1012  2023  2738  3424 20464
  9581 13306  4566  1010  1037  3143  3768  1997 15712  3643  1006  2349
  2000  2049  3185  1011  2066  3267  1007  1010  4117  2007  1996  2738
 13219  4506  1997  1996  9797  2004  1997  2397  1006 15242  1037  1040
 12458  2050  2114 29071 10265 14756  2005  1037  5460  2002  2106  1037
  2096  2067  1010  2750  3228 13216  6656  2000  6204  9199  1997  2037
  2208  2006  2037  4037  1007  1010  2003  2339  1045  3685 16755  1996
  2208  1012  1045 16755  2017  2074  3422  2619  2842  2377  2009  1010
  2738  2084  2652  2009  4426  1010  2017  2064  2131  2074  2004  2172
 20195  2013  6414  3666  2009  2004  2017  2071  2652  2009  1010  2428
  1012   102]",Ja,Ja,15.09.2017 04:03:10,53.227,,09.02.2016,"This game is a decent experience, more like a short little movie than a game, but fun nonetheless. Great visuals, an interesting premise, but it falls flat as it approaches the ending, and the twist in the plot is that the story concludes in the most mundane way.

This rather anticlimactic ending, a complete lack of replay value (due to its movie-like nature), combined with the rather foolish actions of the developers as of late (filing a DMCA against pewdiepie for a stream he did a while back, despite giving EXPLICIT PERMISSION TO CONDUCT STREAMS OF THEIR GAME on their website), is why I cannot recommend the game.

I recommend you just watch someone else play it, rather than playing it yourself, you can get just as much enjoyment from merely watching it as you could playing it, really.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,15.09.2017 04:03:10,15.09.2017,Steam,False,2024-02-14T13:42:29.804849Z,True
Firewatch,100.0,30920384,15655,285.0,903.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:42:56.433587Z,Nein,Ja,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871480,"[  101  2200  2460  1010  2025  4276  1996  2769  1012  2111  2360  2049
  1005  3376  1005  1010  1045  2360  2008  2015  2139 14479  3085  1012
  2038  2009  2288  1037  2844  5107  2806  1029  2748  1012  2003  2009
 20477  2135  8052  1029  2053  1012  2071  1996  9797  5224  1037  2844
  5107  2806  1998  2081  1037 20477  2135  8052  2208  1029  2748  1012
  4821  2009  5683  2066  1037  2204  2707  2012  2019  2801  2008  2253
  2053  2582  1012  1996  4566  2003  1012  1012  1012  4895 15603 29154
  1012  2036  5977  2071  4982  1037  3940  1997  7395  2612  1997  2108
  1037  1059 20535  3070  2210  3203  3899  1012  5247  2062  2051  3907
  2075  2115  2208  5977  1010  2009  2097  2022  1037  2062 13318  2224
  1997  2115  2051  1012   102]",Ja,Nein,18.09.2017 16:44:40,20.517,,09.02.2016,"Very short, not worth the money. 

People say its 'beautiful', I say thats debatable. Has it got a strong visual style? Yes. Is it graphically impressive? No. Could the developers maintained a strong visual style AND made a graphically impressive game? Yes. Ultimately it feels like a good start at an idea that went no further. The ending is... unrewarding.


Also Sean could grow a pair of balls instead of being a whining little lady dog. Spend more time polishing your game Sean, it will be a more productive use of your time.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,18.09.2017 16:44:40,18.09.2017,Steam,False,2024-02-14T13:42:56.433610Z,True
Firewatch,100.0,30920397,15655,18.0,18.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:43:18.839452Z,Ja,Ja,Nein,Nein,1.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871481,"[  101  1055  3501  2860  9722  8273  7741  1040 12458  2050  2000  5390
  2055  2619  2040  3594  2919  2616  1012  4998  2013  1996  6904 22987
  2102  9887  4846  2011  1996  9722  1010  2023  2208  2003 11771 21358
  1012  2069  2324  8117  2015  2209  1998  3053  3062  6680  1012 13718
  1010  1045  2064  1005  1056  2131  2026  2769  2067  2022 10841 11022
  1045  4741  2205  2146  1012  2994  2185  1012   102]",Ja,Ja,17.09.2017 03:07:49,21.006,,09.02.2016,"SJW developer abusing DMCA to cry about someone who uses bad words.

Aside from the facist tactics employed by the developer, this game is boring af. Only 18 mins played and nearly fell asleep. Sadly, I can't get my money back becuase I waited too long.

STAY AWAY.","Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,17.09.2017 03:07:49,17.09.2017,Steam,False,2024-02-14T13:43:18.839471Z,True
Firewatch,100.0,30920402,15655,604.0,604.0,Nicht empfohlen,Nicht empfohlen,2024-02-14T13:43:28.851956Z,Nein,Ja,Nein,Nein,0.0,Firewatch,"Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.",Firewatch,False,91871482,[  101  1044 18863  1998  2498  2062   102],Ja,Nein,13.09.2017 16:06:45,8.664,,09.02.2016,hype and nothing more,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",12. September 2017 - Anfang Oktober 2017,negativ,13.09.2017 16:06:45,13.09.2017,Steam,False,2024-02-14T13:43:28.851976Z,False
